sucklingID,date,time,latitude,longitude,denname,remarks,mother,cub1,cub2,cub3,allosuckling1,allosuckling2,observer
su00319,1999-12-30,18:12,,,den Empakai,,E-004,E-089,E-090,,E-089,E-090,
su00320,2000-01-11,6:37,,,den Namba,,N-007,N-100,N-101,,,,
su00321,2000-01-12,8:36,,,den Empakai,,E-004,E-089,E-090,,E-089,E-090,
su00322,2000-01-13,7:10,-3.14867,35.51133,,,A-010,A-105,A-106,,,,
su00323,2000-01-31,8:00,,,den Alibara,,A-013,A-119,A-120,,,,
su00324,2000-02-01,17:35,,,den Alibara,,A-013,A-119,A-120,,,,
su00325,2000-02-05,17:11,,,den Alibara,,A-010,A-105,A-106,,,,
su00326,2000-02-06,8:05,,,den Alibara,,A-080,A-110,,,,,
su00327,2000-02-12,19:15,,,,,L-015,L-127,,,,,
su00328,2000-02-15,6:57,,,den Furahi,,F-048,F-087,,,,,
su00329,2000-02-15,10:18,-3.20367,35.57100,,,A-008,S-085,,,,,
su00330,2000-02-21,19:06,-3.17967,35.55750,,,L-015,L-127,,,,,
su00331,2000-02-23,18:49,-3.16283,35.60350,,,M-009,M-142,M-143,,,,
su00332,2000-02-28,7:52,-3.14033,35.49733,,,A-013,A-119,A-120,,,,
su00333,2000-02-29,8:04,,,den Arena,,A-080,A-110,,,,,
su00334,2000-03-02,7:05,,,den Arena,,A-080,A-110,,,,,
su00335,2000-03-10,18:29,-3.13983,35.49633,,,A-006,A-117,,,,,
su00336,2000-03-13,6:55,,,den Arena,,A-015,A-116,,,,,
su00337,2000-03-13,7:27,-3.14383,35.50483,,,A-001,A-108,A-108,,,,
su00338,2000-03-13,18:39,-3.15967,35.59883,,,M-100,M-140,M-141,,,,
su00339,2000-03-14,18:38,-3.15967,35.59883,,,M-017,M-136,,,,,
su00340,2000-03-15,17:31,-3.1935,35.50017,,SU F-088 or F-089,F-007,cub,,,,,
su00341,2000-03-16,8:20,,,den Niumba,,N-003,N-102,N-103,,,,
su00342,2000-03-19,7:40,-3.18883,35.58583,,,L-013,L-122,L-123,,,,
su00343,2000-03-20,7:23,,,den Enjere,,E-004,E-089,E-090,,E-089,E-090,
su00344,2000-03-21,8:20,-3.14667,35.521,,,A-001,A-107,A-108,,,,
su00345,2000-09-04,7:45,,,den Lake,,L-088,L-137,L-138,,,,
su00346,2000-09-11,6:21,,,den Masala,,M-098,M-157,M-158,,,,
su00347,2000-09-11,8:40,,,den Mucki,,M-014,M-150,,,,,
su00348,2000-09-11,8:40,,,den Maki,,M-017,M-155,M-156,,,,
su00349,2000-10-02,6:13,-3.15733,35.60733,,SU M-157 or M-158,M-098,cub,,,,,
su00350,2000-10-07,8:00,-3.169,35.55883,,,L-102,L-135,,,,,
su00351,2000-10-07,17:32,,,den Eagle,,E-006,E-099,,,,,
su00352,2000-10-07,17:32,,,den Eagle,SU E-101 or E-102,E-043,cub,,,,,
su00353,2000-10-07,17:32,,,den Eagle,SU E-095 or E-096,E-080,cub,,,,,
su00354,2000-10-08,6:45,,,den Arena,,A-016,A-122,A-123,,,,
su00355,2000-10-08,18:20,-3.14033,35.49733,,,A-016,A-122,A-123,,,,
su00356,2000-10-21,8:04,,,den Eagle,,E-043,E-101,E-102,,,,
su00357,2000-10-21,17:38,-3.16900,35.55883,,,L-087,L-136,,,,,
su00358,2000-10-25,18:10,-3.14033,35.49733,,,A-001,A-127,A-128,,,,
su00359,2000-10-30,6:38,-3.16900,35.55883,den Locki,,L-084,L-143,,,,,
su00360,2000-10-30,6:38,-3.16900,35.55883,den Locki,,L-087,L-136,,,,,
su00361,2000-10-30,7:57,,,den Lisboa,,L-008,L-141,L-142,,,,
su00362,2000-10-30,17:19,,,den Arena,,A-001,A-127,A-128,,,,
su00363,2000-10-30,17:19,,,den Arena,,A-009,A-125,A-126,,,,
su00364,2000-10-30,17:19,,,den Arena,,A-016,A-122,A-123,,,,
su00365,2000-10-31,17:17,,,den Estragon,,E-001,E-093,E-094,,,,
su00366,2000-10-31,18:06,-3.16900,35.55883,den Locki,,L-013,L-145,,,,,
su00367,2000-10-31,18:06,-3.16900,35.55883,den Locki,,L-087,L-136,,,,,
su00368,2000-11-01,7:45,-3.16900,35.55883,den Locki,,L-084,L-143,,,,,
su00369,2000-11-01,8:15,,,den Lisboa,,L-008,L-141,L-142,,,,
su00370,2000-11-02,17:16,,,den Lisboa,,L-008,L-141,L-142,,,,
su00371,2000-11-03,6:16,,,den Mbali,,M-005,M-159,M-160,,,,
su00372,2000-11-03,17:56,,,den Mbali,,M-005,M-159,M-160,,,,
su00373,2000-11-03,17:56,,,den Mbali,,M-098,M-157,M-158,,,,
su00374,2000-11-06,16:58,,,den Mbali,,M-098,M-157,M-158,,,,
su00375,2000-11-07,7:05,,,den Andangi,,A-081,A-124,,,,,
su00376,2000-11-07,16:45,-3.16900,35.55883,den Locki,,L-013,L-145,,,,,
su00377,2000-11-07,16:45,-3.16900,35.55883,den Locki,,L-084,L-143,,,,,
su00378,2000-11-07,16:45,-3.16900,35.55883,den Locki,,L-087,L-136,,,,,
su00379,2000-11-07,16:45,-3.16900,35.55883,den Locki,,L-088,L-137,L-138,,,,
su00380,2000-11-07,16:45,-3.16900,35.55883,den Locki,,L-102,L-135,,,,,
su00381,2000-11-08,17:05,-3.16900,35.55883,den Locki,,L-013,L-145,,,,,
su00382,2000-11-08,17:05,-3.16900,35.55883,den Locki,,L-087,L-136,,,,,
su00383,2000-11-08,17:05,-3.16900,35.55883,den Locki,,L-088,L-137,L-138,,,,
su00384,2000-11-08,17:05,-3.16900,35.55883,den Locki,,L-102,L-135,,,,,
su00385,2000-11-09,8:05,,,den Andangi,,A-016,A-122,A-123,,,,
su00386,2000-11-09,17:10,-3.16900,35.55883,den Locki,,L-013,L-145,,,,,
su00387,2000-11-09,17:10,-3.16900,35.55883,den Locki,,L-084,L-143,,,,,
su00388,2000-11-09,17:10,-3.16900,35.55883,den Locki,,L-088,L-137,L-138,,,,
su00389,2000-11-10,6:15,-3.16900,35.55883,den Locki,,L-087,L-136,,,,,
su00390,2000-11-10,7:45,-3.16900,35.55883,den Locki,,L-084,L-143,,,,,
su00391,2000-11-10,7:45,-3.16900,35.55883,den Locki,,L-087,L-136,,,,,
su00392,2000-11-12,16:50,-3.16900,35.55883,den Locki,,L-013,L-145,,,,,
su00393,2000-11-12,16:50,-3.16900,35.55883,den Locki,,L-088,L-137,L-138,,,,
su00394,2000-11-12,17:52,-3.16683,35.54917,den Lisboa,,L-011,L-132,L-133,,,,
su00395,2000-11-12,17:55,-3.16517,35.55000,den Lissabon,,L-008,L-141,L-142,,,,
su00396,2000-11-13,17:34,-3.16900,35.55883,den Locki,,L-084,L-143,,,,,
su00397,2000-11-14,6:30,,,den Mbali,,M-017,M-155,M-156,,,,
su00398,2000-11-19,17:08,-3.16900,35.55883,den Locki,,L-084,L-143,,,,,
su00399,2000-11-20,17:40,-3.16900,35.55883,den Locki,,L-008,L-141,L-142,,,,
su00400,2000-11-20,17:40,-3.16900,35.55883,den Locki,,L-009,L-144,,,,,
su00401,2000-11-20,17:40,-3.16900,35.55883,den Locki,,L-013,L-145,,,,,
su00402,2000-11-20,17:40,-3.16900,35.55883,den Locki,,L-087,L-136,,,,,
su00403,2000-11-21,18:16,-3.16900,35.55883,den Locki,,L-084,L-143,,,,,
su00404,2000-11-21,18:16,-3.16900,35.55883,den Locki,,L-102,L-135,,,,,
su00405,2000-11-22,18:00,-3.16900,35.55883,den Locki,,L-010,L-134,,,,,
su00406,2000-11-22,18:00,-3.16900,35.55883,den Locki,,L-084,L-143,,,,,
su00407,2000-11-22,18:00,-3.16900,35.55883,den Locki,,L-087,L-136,,,,,
su00408,2000-11-23,9:10,-3.16333,35.51700,,,A-003,A-121,,,,,
su00409,2000-11-24,6:55,,,den Agame,,A-001,A-127,A-128,,,,
su00410,2000-11-24,7:18,-3.15700,35.52217,,,A-020,A-115,A-118,,,,
su00411,2000-11-24,9:15,-3.16300,35.51667,,,A-016,A-122,A-123,,,,
su00412,2000-12-02,8:10,-3.16900,35.55883,den Locki,,L-088,L-137,L-138,,,,
su00413,2000-12-03,7:10,,,den Nora,,N-001,N-104,,,,,
su00414,2000-12-03,8:04,-3.16900,35.55883,den Locki,,L-084,L-143,,,,,
su00415,2000-12-04,7:10,,,den Agame,,A-003,A-121,,,,,
su00416,2000-12-04,17:18,-3.16900,35.55883,den Locki,,L-009,L-144,,,,,
su00417,2000-12-04,17:18,-3.16900,35.55883,den Locki,,L-010,L-134,,,,,
su00418,2000-12-04,17:18,-3.16900,35.55883,den Locki,,L-084,L-143,,,,,
su00419,2000-12-05,8:06,,,den Mount,,M-098,M-157,M-158,,,,
su00420,2000-12-06,6:33,,,den Mount,,M-007,M-148,M-149,,,,
su00421,2000-12-06,6:33,,,den Mount,,M-098,M-157,M-158,,,,
su00422,2000-12-07,7:05,,,den Mount,,M-005,M-159,M-160,,,,
su00423,2000-12-07,7:05,,,den Mount,,M-098,M-157,M-158,,,,
su00424,2000-12-07,17:38,-3.16900,35.55883,den Locki,,L-087,L-136,,,,,
su00425,2000-12-07,17:38,-3.16900,35.55883,den Locki,,L-088,L-137,L-138,,,,
su00426,2000-12-08,7:37,,,den Mlima,,M-098,M-158,,,,,
su00427,2000-12-08,17:26,-3.16900,35.55883,den Locki,,L-087,L-136,,,,,
su00428,2000-12-08,17:26,-3.16900,35.55883,den Locki,,L-088,L-137,L-138,,,,
su00429,2001-07-11,7:05,-3.16900,35.55883,den Locki,L-101 + A-084 arrive from different directions,L-010,L-152,,,,,
su00430,2001-07-11,7:05,-3.16900,35.55883,den Locki,,L-014,L-158,L-159,,,,
su00431,2001-07-11,17:35,-3.16900,35.55883,den Locki,,L-002,L-148,L-149,,,,
su00432,2001-07-11,17:35,-3.16900,35.55883,den Locki,,L-010,L-152,,,,,
su00433,2001-07-11,17:35,-3.16900,35.55883,den Locki,,L-101,L-146,L-147,,,,
su00434,2001-07-11,17:35,-3.16900,35.55883,den Locki,,L-102,L-150,L-151,,,,
su00435,2001-07-12,17:40,-3.16117,35.61600,,,M-012,M-164,M-165,,,,
su00436,2001-07-13,17:12,-3.16900,35.55883,den Locki,,L-101,L-146,L-147,,,,
su00437,2001-07-13,17:12,-3.16900,35.55883,den Locki,,L-102,L-150,L-151,,,,
su00438,2001-07-14,16:52,-3.16900,35.55883,den Locki,,L-002,L-148,L-149,,,,
su00439,2001-07-14,16:52,-3.16900,35.55883,den Locki,,L-084,L-156,L-157,,,,
su00440,2001-07-14,16:52,-3.16900,35.55883,den Locki,,L-101,L-146,L-147,,,,
su00441,2001-07-17,6:40,,,den Shamba,,S-082,S-097,S-098,,,,
su00442,2001-07-17,7:58,-3.16900,35.55883,den Locki,,L-005,L-154,L-155,,,,
su00443,2001-07-17,7:58,-3.16900,35.55883,den Locki,,L-009,L-153,,,,,
su00444,2001-07-17,7:58,-3.16900,35.55883,den Locki,,L-014,L-158,,,,,
su00445,2001-07-17,7:58,-3.16900,35.55883,den Locki,"brings food (WI head), looses it immediately",L-084,L-156,L-157,,,,
su00446,2001-07-17,18:20,-3.15333,35.62133,,,M-088,M-168,,,,,
su00447,2001-07-18,17:15,,,den Shamba,,S-082,S-097,S-098,,,,
su00448,2001-07-18,17:15,,,den Shamba,,S-083,S-096,,,,,
su00449,2001-07-19,17:32,-3.16900,35.55883,den Locki,suckling 1 or 2 cubs,L-014,L-158,,,,,
su00450,2001-07-19,17:32,-3.16900,35.55883,den Locki,,L-084,L-156,L-157,,,,
su00451,2001-07-19,17:32,-3.16900,35.55883,den Locki,,L-101,L-146,L-147,,,,
su00452,2001-07-20,7:53,,,den Shamba,,A-008,S-091,,,,,
su00453,2001-07-20,18:32,,,den Mist,,M-007,M-175,M-176,,,,
su00454,2001-07-20,18:32,,,den Mist,,M-122,M-172,,,,,
su00455,2001-07-22,17:48,,,den Mist,,M-100,M-170,M-171,,,,
su00456,2001-07-22,17:48,,,den Mist,,M-122,M-172,,,,,
su00457,2001-07-23,8:35,,,den Shamba,,A-019,S-094,S-095,,,,
su00458,2001-07-23,8:35,,,den Shamba,,S-083,S-096,,,,,
su00459,2001-07-25,18:49,-3.14083,35.57233,,,E-006,E-099,E-100,,,,
su00460,2001-07-26,6:58,-3.16900,35.55883,den Locki,,L-084,L-156,L-157,,,,
su00461,2001-07-26,6:58,-3.16900,35.55883,den Locki,,L-101,L-146,L-147,,,,
su00462,2001-07-26,6:58,-3.16900,35.55883,den Locki,,L-102,L-150,L-151,,,,
su00463,2001-07-26,6:58,-3.16900,35.55883,den Locki,"seems to suckle L-156 + L-157, the two cubs thought to be L-084 cubs. They are later also SU by L-084",L-112,L-156,L-157,,,,
su00464,2001-07-26,8:46,-3.17050,35.55650,,,L-004,L-160,L-161,,,,
su00465,2001-07-27,7:55,-3.15567,35.61233,,,M-100,M-170,M-171,,,,
su00466,2001-07-27,8:10,-3.15467,35.61017,,,M-098,M-157,M-158,,,,
su00467,2001-07-27,17:23,,,den Mist,,M-007,M-175,M-176,,,,
su00468,2001-07-27,17:23,,,den Mist,,M-122,M-172,,,,,
su00469,2001-07-28,18:06,,,den Mist,,M-007,M-175,M-176,,,,
su00470,2001-07-28,18:06,,,den Mist,,M-082,M-173,M-174,,,,
su00471,2001-07-28,18:06,,,den Mist,,M-099,M-166,M-167,,,,
su00472,2001-07-28,18:06,,,den Mist,,M-100,M-170,M-171,,,,
su00473,2001-07-28,18:06,,,den Mist,,M-122,M-172,,,,,
su00474,2001-07-29,6:47,,,den Mist,,M-007,M-175,M-176,,,,
su00475,2001-07-29,9:35,-3.16900,35.55883,den Locki,,L-084,L-156,L-157,,,,
su00476,2001-07-30,7:20,,,den Aramis,,A-006,A-131,A-132,,,,
su00477,2001-07-30,7:20,,,den Aramis,,A-080,A-129,A-130,,,,
su00478,2001-07-30,7:20,,,den Aramis,seems as if she is SU cubs,A-114,A-135,A-136,,,,
su00479,2001-07-31,6:27,,,den Mist,,M-007,M-175,M-176,,,,
su00480,2001-07-31,6:27,,,den Mist,,M-082,M-173,M-174,,,,
su00481,2001-07-31,18:37,,,den Mist,,M-082,M-173,M-174,,,,
su00482,2001-07-31,18:37,,,den Mist,,M-099,M-166,M-167,,,,
su00483,2001-08-01,17:14,,,den Shamba,,A-019,S-094,S-095,,,,
su00484,2001-08-01,17:14,,,den Shamba,,S-082,S-097,S-098,,,,
su00485,2001-08-02,17:15,-3.16900,35.55883,den Locki,,L-084,L-156,L-157,,,,
su00486,2001-08-02,17:15,-3.16900,35.55883,den Locki,,L-101,L-146,L-147,,,,
su00487,2001-08-02,17:15,-3.16900,35.55883,den Locki,,L-102,L-150,L-151,,,,
su00488,2001-08-05,17:42,,,den Mist,,M-099,M-166,M-167,,,,
su00489,2001-08-05,17:42,,,den Mist,,M-132,M-177,,,,,
su00490,2001-08-06,8:50,-3.17183,35.55400,,,L-004,L-160,L-161,,,,
su00491,2001-08-07,17:59,-3.15567,35.61467,,,M-099,M-166,M-167,,,,
su00492,2001-08-07,18:06,,,den Mist,,M-007,M-175,M-176,,,,
su00493,2001-08-08,17:21,-3.16900,35.55883,den Locki,,L-005,L-154,L-155,,,,
su00494,2001-08-08,17:21,-3.16900,35.55883,den Locki,,L-009,L-153,,,,,
su00495,2001-08-08,17:21,-3.16900,35.55883,den Locki,,L-101,L-146,L-147,,,,
su00496,2001-08-09,17:18,,,den Aramis,,A-003,A-133,A-134,,,,
su00497,2001-08-09,17:18,,,den Aramis,,A-114,A-135,A-136,,,,
su00498,2001-08-11,8:35,-3.23617,35.53283,,,T-014,T-093,,,,,
su00499,2001-08-12,6:47,-3.13967,35.57283,,cubs wh when interrupted from su,E-006,E-099,E-100,,,,
su00500,2001-08-12,9:50,-3.16900,35.55883,den Locki,,L-084,L-156,L-157,,,,
su00501,2001-08-12,9:50,-3.16900,35.55883,den Locki,,L-096,L-162,L-163,,,,
su00502,2001-08-12,17:58,,,den Mist,,M-007,M-175,M-176,,,,
su00503,2001-08-12,17:58,,,den Mist,,M-099,M-166,M-167,,,,
su00504,2001-08-12,19:01,-3.15550,35.61300,,,M-088,M-168,M-169,,,,
su00505,2001-08-13,18:32,,,den Engolong,,E-087,E-104,,,,,
su00506,2001-08-13,18:32,,,den Engolong,,E-088,E-105,E-106,,,,
su00507,2001-08-15,17:29,,,den Aramis,,A-003,A-133,A-134,,,,
su00508,2001-08-18,18:47,,,den Furahi,,F-004,F-098,,,,,
su00509,2001-08-20,6:57,,,den Agame,,A-080,A-129,A-130,,,,
su00510,2001-08-20,6:57,,,den Agame,,A-081,A-138,,,,,
su00511,2001-08-20,17:30,-3.16900,35.55883,den Locki,,L-084,L-156,L-157,,,,
su00512,2001-08-20,17:30,-3.16900,35.55883,den Locki,,L-088,L-164,,,,,
su00513,2001-08-20,17:30,-3.16900,35.55883,den Locki,,L-096,L-162,L-163,,,,
su00514,2001-08-21,6:57,,,den Niumba,,N-001,N-104,,,,,
su00515,2001-08-21,6:57,,,den Niumba,,N-003,N-108,N-109,,,,
su00516,2001-08-21,17:30,,,den Agame,,A-003,A-133,A-134,,,,
su00517,2001-08-22,7:30,,,den Shamba,,S-082,S-097,,,,,
su00518,2001-08-22,7:30,,,den Shamba,,S-083,S-096,,,,,
su00519,2001-08-22,7:30,,,den Shamba,,S-084,S-099,,,,,
su00520,2001-08-22,17:30,-3.16900,35.55883,den Locki,,L-009,L-153,,,,,
su00521,2001-08-22,17:30,-3.16900,35.55883,den Locki,,L-096,L-162,L-163,,,,
su00522,2001-08-22,17:30,-3.16900,35.55883,den Locki,,L-102,L-150,,,,,
su00523,2001-08-23,8:07,,,den Engolong,SU E-105 or E-106,E-088,cub,,,,,
su00524,2001-08-24,17:45,-3.16900,35.55883,den Locki,,L-087,L-165,L-166,,,,
su00525,2001-08-24,17:45,-3.16900,35.55883,den Locki,,L-088,L-164,,,,,
su00526,2001-08-24,17:45,-3.16900,35.55883,den Locki,,L-096,L-162,L-163,,,,
su00527,2001-08-25,6:51,,,den Agame,,A-080,A-129,A-130,,,,
su00528,2001-08-25,6:51,,,den Agame,,A-081,A-138,,,,,
su00529,2001-08-25,6:51,,,den Agame,,A-114,A-135,A-136,,,,
su00530,2001-08-25,18:20,,,den Majani,,M-082,M-173,M-174,,,,
su00531,2001-08-25,18:20,,,den Majani,,M-099,M-166,M-167,,,,
su00532,2001-08-25,18:20,,,den Majani,,M-122,M-172,,,,,
su00533,2001-08-26,8:45,,,den Agame,,A-006,A-131,A-132,,,,
su00534,2001-08-30,17:45,,,den Mist,,M-007,M-175,M-176,,,,
su00535,2001-08-30,17:45,,,den Mist,,M-082,M-173,M-174,,,,
su00536,2001-08-30,17:45,,,den Mist,,M-122,M-172,,,,,
su00537,2001-08-30,17:45,,,den Mist,,M-132,M-177,,,,,
su00538,2001-08-31,8:00,,,den Niumba,,N-001,N-104,,,,,
su00539,2001-08-31,8:00,,,den Niumba,,N-003,N-108,N-109,,,,
su00540,2001-08-31,8:00,,,den Niumba,N-005 was prob SU 1 cub (N-107),N-005,N-107,,,,,
su00541,2001-08-31,17:04,,,den Fox,,F-002,F-095,F-096,,,,
su00542,2001-08-31,17:04,,,den Fox,,F-004,F-098,,,,,
su00543,2001-08-31,17:04,,,den Fox,,F-006,F-097,,,,,
su00544,2001-09-01,8:22,,,den Agame,,A-003,A-133,A-134,,,,
su00545,2001-09-01,8:22,,,den Agame,,A-006,A-131,A-132,,,,
su00546,2001-09-01,8:22,,,den Agame,,A-081,A-138,,,,,
su00547,2001-09-01,8:22,,,den Agame,,A-114,A-135,A-136,,,,
su00548,2001-09-01,17:00,-3.16900,35.55883,den Locki,,L-014,L-158,L-159,,,,
su00549,2001-09-01,17:00,-3.16900,35.55883,den Locki,,L-088,L-164,,,,,
su00550,2001-09-01,17:00,-3.16900,35.55883,den Locki,,L-096,L-162,L-163,,,,
su00551,2001-09-01,17:00,-3.16900,35.55883,den Locki,,L-102,L-150,L-151,,,,
su00552,2001-09-01,17:00,-3.16900,35.55883,den Locki,,L-105,L-167,L-168,,,,
su00553,2001-09-02,7:35,,,den Niumba,,N-001,N-104,,,,,
su00554,2001-09-02,7:35,,,den Niumba,,N-003,N-108,N-109,,,,
su00555,2001-09-02,7:35,,,den Niumba,,N-005,N-107,,,,,
su00556,2001-09-02,7:35,,,den Niumba,,N-007,N-106,,,,,
su00557,2001-09-02,17:40,-3.16900,35.55883,den Locki,,L-005,L-154,L-155,,,,
su00558,2001-09-02,17:40,-3.16900,35.55883,den Locki,,L-009,L-153,,,,,
su00559,2001-09-02,17:40,-3.16900,35.55883,den Locki,,L-088,L-164,,,,,
su00560,2001-09-02,17:40,-3.16900,35.55883,den Locki,,L-096,L-162,L-163,,,,
su00561,2001-09-06,8:18,,,den Agame,M-041 L 2m from A-104 (in hole),A-020,A-139,A-140,,,,
su00562,2001-09-07,8:08,,,den Shamba,,S-084,S-099,,,,,
su00563,2001-09-08,7:10,-3.22133,35.56950,,,A-008,S-091,,,,,
su00564,2001-09-09,16:41,-3.16900,35.55883,den Locki,,L-005,L-154,L-155,,,,
su00565,2001-09-09,16:41,-3.16900,35.55883,den Locki,,L-014,L-158,L-159,,,,
su00566,2001-09-09,16:41,-3.16900,35.55883,den Locki,SU L-165 or L-166,L-087,cub,,,,,
su00567,2001-09-09,16:41,-3.16900,35.55883,den Locki,,L-105,L-167,L-168,,,,
su00568,2001-09-10,6:38,,,den Shamba,,S-084,S-099,,,,,
su00569,2001-09-11,6:50,,,den Shamba,,S-082,S-097,,,,,
su00570,2001-09-12,7:39,,,den Masala,,M-100,M-170,M-171,,,,
su00571,2001-09-12,18:55,,,den Masala,,M-082,M-173,M-174,,,,
su00572,2001-09-12,18:55,,,den Masala,,M-100,M-170,M-171,,,,
su00573,2001-09-14,17:20,-3.16900,35.55883,den Locki,,L-005,L-154,L-155,,,,
su00574,2001-09-14,17:20,-3.16900,35.55883,den Locki,SU L-156 or L-157,L-084,cub,,,,,
su00575,2001-09-14,17:20,-3.16900,35.55883,den Locki,SU L-165 or L-166,L-087,cub,,,,,
su00576,2001-09-14,17:20,-3.16900,35.55883,den Locki,,L-088,L-164,,,,,
su00577,2001-09-14,17:20,-3.16900,35.55883,den Locki,,L-096,L-162,L-163,,,,
su00578,2001-09-14,17:20,-3.16900,35.55883,den Locki,,L-101,L-146,L-147,,,,
su00579,2001-09-15,17:32,,,den Masala,,M-007,M-175,M-176,,,,
su00580,2001-09-15,17:32,,,den Masala,,M-082,M-173,M-174,,,,
su00581,2001-09-15,17:32,,,den Masala,,M-099,M-166,M-167,,,,
su00582,2001-09-15,17:32,,,den Masala,,M-122,M-172,,,,,
su00583,2001-09-15,17:32,,,den Masala,,M-132,M-177,,,,,
su00584,2001-09-15,18:08,-3.15917,35.60900,,,M-088,M-168,M-169,,,,
su00585,2001-09-16,6:31,-3.15883,35.60850,,,M-091,M-163,,,,,
su00586,2001-09-16,18:14,-3.20417,35.52050,,,F-048,F-093,F-094,,,,
su00587,2001-09-17,16:45,,,den Eagle,,E-001,E-107,,,,,
su00588,2001-09-17,18:45,,,den Empakai,,E-087,E-104,,,,,
su00589,2001-09-18,8:41,-3.17117,35.53183,,,A-080,A-129,A-130,,,,
su00590,2001-09-23,18:00,,,den Masala,,M-082,M-173,M-174,,,,
su00591,2001-09-24,17:12,-3.16900,35.55883,den Locki,,L-009,L-153,,,,,
su00592,2001-09-24,17:12,-3.16900,35.55883,den Locki,dark cub of L-014 dominant,L-014,L-158,L-159,,,,
su00593,2001-09-24,17:12,-3.16900,35.55883,den Locki,SU L-165 or L-166,L-087,cub,,,,,
su00594,2001-09-24,17:12,-3.16900,35.55883,den Locki,,L-096,L-162,L-163,,,,
su00595,2001-09-24,17:12,-3.16900,35.55883,den Locki,SU L-150 or L-151,L-102,cub,,,,,
su00596,2001-09-25,8:10,,,den Empakai,,E-001,E-107,,,,,
su00597,2001-10-01,7:15,-3.20117,35.52033,,,F-002,F-095,F-096,,,,
su00598,2001-10-01,9:32,-3.15650,35.55217,,,L-008,L-141,L-142,,,,
su00599,2001-10-01,17:12,-3.16900,35.55883,den Locki,,L-014,L-158,L-159,,,,
su00600,2001-10-01,17:12,-3.16900,35.55883,den Locki,,L-087,L-165,,,,,
su00601,2001-10-01,17:12,-3.16900,35.55883,den Locki,,L-088,L-164,,,,,
su00602,2001-10-01,17:12,-3.16900,35.55883,den Locki,,L-096,L-162,L-163,,,,
su00603,2001-10-02,17:25,,,den Masala,,M-122,M-172,,,,,
su00604,2001-10-07,17:26,-3.16900,35.55883,den Locki,,L-002,L-148,L-149,,,,
su00605,2001-10-07,17:26,-3.16900,35.55883,den Locki,,L-010,L-152,,,,,
su00606,2001-10-07,17:26,-3.16900,35.55883,den Locki,,L-011,L-169,L-170,,,,
su00607,2001-10-07,17:26,-3.16900,35.55883,den Locki,,L-014,L-158,L-159,,,,
su00608,2001-10-07,17:26,-3.16900,35.55883,den Locki,,L-087,L-165,,,,,
su00609,2001-10-07,17:26,-3.16900,35.55883,den Locki,,L-088,L-164,,,,,
su00610,2001-10-08,8:07,-3.16450,35.55817,,,L-008,L-141,L-142,,,,
su00611,2001-10-09,17:07,,,den Masala,,M-122,M-172,,,,,
su00612,2001-10-10,6:45,-3.19383,35.55617,,,N-005,N-107,,,,,
su00613,2001-10-10,7:23,,,den Shamba,,S-082,S-097,,,,,
su00614,2001-10-10,7:23,,,den Shamba,,S-083,S-096,,,,,
su00615,2001-10-11,6:16,,,den Masala,SU M-175 or M-176,M-007,cub,,,,,
su00616,2001-10-11,7:08,-3.15450,35.60817,,,M-009,M-162,,,,,
su00617,2001-10-12,17:14,-3.16900,35.55883,den Locki,SU L-169 or L-170,L-011,cub,,,,,
su00618,2001-10-13,18:10,,,den Masala,,M-007,M-175,M-176,,,,
su00619,2001-10-15,6:35,,,den Nioka,,N-097,N-110,,,,,
su00620,2001-10-17,16:55,,,den Empakai,"E-004 certainly su 1 cub, but prob has 2 cubs. When she finished su, 2 cubs around of same age",E-004,E-110,,,,,
su00621,2001-10-17,18:18,-3.16900,35.55883,den Locki,,L-011,L-169,L-170,,,,
su00622,2001-10-18,6:25,,,den Nioka,,N-087,N-105,,,,,
su00623,2001-10-26,6:09,-3.16383,35.61000,,,M-009,M-162,,,,,
su00624,2001-10-26,8:25,,,den Empakai,,E-087,E-104,,,,,
su00625,2001-10-26,9:00,-3.16900,35.54683,,,L-008,L-141,L-142,,,,
su00626,2001-10-26,17:20,,,den Loft,,L-101,L-146,L-147,,,,
su00627,2001-10-27,8:17,,,den Lost,,L-096,L-162,L-163,,,,
su00628,2001-10-27,18:40,,,den Alibara,,A-081,A-138,,,,,
su00629,2001-10-29,6:53,,,den Alibara,,A-013,A-141,A-142,,,,
su00630,2001-10-29,18:02,,,den Lost,,L-096,L-162,L-163,,,,
su00631,2001-10-30,17:30,,,den Lost,,L-088,L-164,,,,,
su00632,2001-11-01,17:14,-3.15600,35.59850,,,M-100,M-170,M-171,,,,
su00633,2001-11-01,18:35,,,den Masala,,M-007,M-175,M-176,,,,
su00634,2001-11-02,9:18,-3.15517,35.59933,,,M-088,M-168,M-169,,,,
su00635,2001-11-02,17:37,,,den Loft,,L-102,L-150,L-151,,,,
su00636,2001-11-02,17:59,,,den Lost,,L-005,L-154,L-155,,,,
su00637,2001-11-02,17:59,,,den Lost,,L-011,L-169,L-170,,,,
su00638,2001-11-02,17:59,,,den Lost,,L-014,L-158,L-159,,,,
su00639,2001-11-02,17:59,,,den Lost,,L-084,L-156,L-157,,,,
su00640,2001-11-02,17:59,,,den Lost,,L-087,L-165,,,,,
su00641,2001-11-02,17:59,,,den Lost,,L-088,L-164,,,,,
su00642,2001-11-02,17:59,,,den Lost,,L-096,L-162,L-163,,,,
