name,sex,birthclan,birthdate,mothergenetic,mothersocial,father,litterdominance,DNA,litterdominancegenetic,name2,deathconfirmed,deathcause,comments,resident
A-354,1,A,2013-07-22,A-252,A-252,,,FALSE,,,,,,native
A-355,2,A,2013-08-15,A-238,A-238,A-261,,TRUE,,Hafla,,,mother derived from genetic data (not seen suckling),native
A-356,1,A,2013-07-12,A-194,A-194,M-224,2,TRUE,2,,,,mother derived from genetic data (not seen suckling),native
A-357,2,A,2013-11-23,A-267,A-267,F-139,1,TRUE,1,,,,mother derived from genetic data (not seen suckling),native
A-358,,A,2013-11-23,A-267,A-267,,2,FALSE,2,,,,,native
A-359,2,A,2014-01-22,A-195,A-195,L-128,1,TRUE,1,,,,,native
A-360,1,A,2014-03-04,A-281,A-281,A-263,,TRUE,,A-male2,,,mother derived from genetic data (not seen suckling),native
A-361,2,A,2013-08-20,A-266,A-266,F-146,,TRUE,,Enigma,,,,native
A-362,1,A,2014-01-27,A-284,A-284,,,FALSE,,,,,,native
A-363,1,A,2014-02-22,A-245,A-245,F-146,1,TRUE,1,,,,,native
A-364,1,A,2014-02-22,A-245,A-245,F-146,2,TRUE,2,,,,,native
A-365,2,A,2014-03-19,A-286,A-286,F-139,1,TRUE,1,,,,,native
A-366,,A,2014-03-19,A-286,A-286,,2,FALSE,2,,,,either is A-366 that was adopted by A-238 or sample/faeces not taken from A-382 but confused with faeces of A-365 (A-382 + A-365 have exactly the same alleles),native
A-367,2,A,2014-03-26,A-273,A-273,F-139,,TRUE,,,,,,native
A-368,2,A,2014-04-03,A-262,A-262,,,TRUE,1,A-nice,,,thought to be cub of A-262 and given birth date 2014-04-07. Then genetics suggest that A-178 is genetic mothersuggesting that A-262 must have had cubs that died early as she was not seen suckling cubs other than A-368. BUT this was based on a confusion of samples. Re-analysis of sample of A-368 is under-way.,native
A-369,1,A,2014-05-26,A-287,A-287,X-063,1,TRUE,1,A-dark,,,,native
A-370,1,A,2014-05-26,A-287,A-287,X-063,2,TRUE,2,A-ear notch,,,,native
A-371,1,A,2014-06-02,A-250,A-250,F-147,,TRUE,,A-male3,,,,native
A-372,1,A,2014-01-22,A-195,A-195,L-128,2,TRUE,2,A-3xx,,,,native
A-373,1,A,2014-01-10,A-259,A-259,X-063,1,TRUE,1,Robo,,,mother derived from genetic data (not seen suckling),native
A-374,1,A,2014-01-10,A-259,A-259,X-063,2,TRUE,2,T-shingo_ndefu,,,mother derived from genetic data (not seen suckling),native
A-375,2,A,2014-04-15,A-301,A-301,F-147,,TRUE,,A-female2,,,,native
A-376,1,A,2014-03-10,A-164,A-164,M-289,,TRUE,,A-male1,,,,native
A-377,1,A,2014-04-07,A-178,A-178,F-139,,TRUE,2,"Bahari, A-cubX",,,,native
A-378,2,A,2014-06-18,A-265,A-265,F-146,1,TRUE,1,"Etana, A-shy",,,,native
A-379,2,A,2014-06-18,A-265,A-265,F-146,2,TRUE,2,A-cubY,,,,native
A-380,1,A,2014-01-08,A-116,A-116,F-146,,TRUE,,A-light,,,,native
A-381,2,A,2014-02-14,A-238,A-238,M-289,1,TRUE,1,A-female1,,,,native
A-382,1,A,2014-02-14,A-238,A-238,M-289,2,TRUE,2,A-male5,,,either is A-366 that was adopted by A-238 or sample/faeces not taken from A-382 but confused with faeces of A-365 (A-382 + A-365 have exactly the same alleles),native
A-383,1,A,2014-07-03,A-194,A-194,M-264,,TRUE,,,,,,native
A-384,1,A,2014-07-27,A-283,A-283,F-147,,TRUE,,,,,,native
A-385,1,A,2014-09-09,A-305,A-305,A-257,,TRUE,,A-beauty,,,,native
A-386,1,A,2014-10-02,A-326,A-326,A-261,,TRUE,,,,,,native
A-387,1,A,2014-10-18,A-302,A-302,,1,FALSE,1,,,,,native
A-388,,A,2014-10-18,A-302,A-302,,2,FALSE,2,,,,,native
A-389,,A,2014-10-28,,,,,FALSE,,,,,,native
A-390,1,A,2015-03-02,A-194,A-194,F-146,,TRUE,,large dark,,,,native
A-391,1,A,2015-06-17,A-252,A-252,F-146,,TRUE,,,,,,native
A-392,2,A,2015-06-23,A-267,A-267,F-147,1,TRUE,1,,,,,native
A-393,2,A,2015-06-23,A-267,A-267,F-147,2,TRUE,2,,,,,native
A-394,1,A,2015-06-25,A-247,A-247,F-128,1,TRUE,1,,,,A-129 also suckling,native
A-395,1,A,2015-06-25,A-247,A-247,F-128,2,TRUE,2,,,,A-129 also suckling,native
A-396,2,A,2015-07-22,A-273,A-273,,,TRUE,,,,,,native
A-398,1,A,2015-08-19,A-259,A-259,X-063,1,TRUE,1,,,,,native
A-399,1,A,2015-08-19,A-259,A-259,X-063,2,TRUE,2,,,,,native
A-400,1,A,2015-09-22,A-304,A-302,F-167,1,TRUE,1,,,,birthday given before genetics: 2015-08-26,native
A-401,1,A,2015-09-03,A-164,A-302,X-063,2,TRUE,1,,,,birthday given before genetics: 2015-08-26,native
A-402,2,A,2015-09-03,A-164,A-238,F-160,1,TRUE,2,,,,birthday given before genetics: 2015-09-12,native
A-403,1,A,2015-09-12,A-255,A-238,F-146,2,TRUE,1,,,,birthday given before genetics: 2015-09-12,native
A-404,1,A,2015-09-12,A-255,A-255,F-146,1,TRUE,2,,,,birthday given before genetics: 2015-09-20,native
A-405,1,A,2015-09-29,A-238,A-255,F-146,2,TRUE,1,,,,birthday given before genetics: 2015-09-20,native
A-406,1,A,2015-09-29,A-238,A-164,X-063,1,TRUE,2,,,,birthday given before genetics: 2015-10-08,native
A-407,1,A,2015-10-11,A-302,A-164,A-276,2,TRUE,1,,,,birthday given before genetics: 2015-10-08,native
A-408,1,A,2015-10-11,A-302,A-304,A-276,2,TRUE,2,Trey,,,birthday given before genetics: 2015-10-15,native
A-409,2,A,2015-09-22,A-304,A-304,F-146,1,TRUE,2,A-mama_unknown,,,birthday given before genetics: 2015-10-15,native
A-410,1,A,2015-08-22,,,,,FALSE,,,,,,native
A-411,1,A,2016-01-02,A-194,A-194,F-147,1,TRUE,1,,,,,native
A-412,1,A,2016-01-02,A-194,A-194,M-231,2,TRUE,2,Mpole,,,,native
A-413,1,A,2016-01-10,A-305,A-305,F-128,1,TRUE,1,,,,,native
A-414,1,A,2015-12-15,A-298,A-298,,,FALSE,,,,,,native
A-415,1,A,2016-01-03,A-301,A-301,F-167,1,TRUE,1,,,,,native
A-416,2,A,2016-01-03,A-301,A-301,X-024,2,TRUE,2,,,,,native
A-417,2,A,2016-01-05,A-195,A-195,F-146,,TRUE,,,,,,native
A-418,1,A,2016-01-10,A-305,A-305,A-263,2,TRUE,2,Finesse,,,,native
A-419,2,A,2016-01-15,A-221,A-221,X-063,,TRUE,,,,,,native
A-420,1,A,2016-01-23,A-266,A-266,,1,FALSE,1,,,,not sure about maternity,native
A-421,2,A,2016-01-23,,,,2,FALSE,2,,,,,native
A-422,2,A,2016-01-26,A-265,A-265,F-128,1,TRUE,1,,,lions,"last sight with large puncture hole, fresh bleeding",native
A-423,1,A,2016-01-26,A-265,A-265,F-128,2,TRUE,2,,,,,native
A-424,2,A,2016-02-10,A-287,A-287,A-261,1,TRUE,1,Jaldi,,,,native
A-425,1,A,2016-02-10,A-287,A-287,,2,FALSE,2,A2,,,,native
A-426,1,A,2016-02-19,A-262,A-262,F-146,1,TRUE,1,,,,,native
A-427,1,A,2016-02-19,A-262,A-262,F-146,2,TRUE,2,,,,,native
A-428,2,A,2016-03-12,A-335,A-335,N-183,,TRUE,,,,,,native
A-429,2,A,2016-04-04,A-326,A-326,A-261,1,TRUE,1,"Vosnos, A5",,,one of these thought to be cub of A-245,native
A-430,1,A,2016-04-04,A-326,A-326,A-276,2,TRUE,2,"Harappa, A8",,,one of these thought to be cub of A-245,native
A-431,1,A,2016-06-25,A-353,A-353,A-261,,TRUE,,Mehrgarh,,,,native
A-432,1,A,2016-06-18,A-323,A-323,A-261,1,TRUE,1,A3,,,,native
A-433,2,A,2016-06-18,A-323,A-323,A-261,2,TRUE,2,A4,,,,native
A-434,1,A,2016-04-24,A-178,A-178,N-183,,TRUE,,,,,,native
A-435,2,A,2016-03-08,A-245,A-245,F-146,,TRUE,,"Kijiko, A6",,,should be cub of A-245 because A-245 thought to have suckled cubs,native
A-436,2,A,2016-08-13,A-334,A-334,A-276,1,TRUE,1,"Kiporo, A11",,,,native
A-437,1,A,2016-08-13,A-334,A-334,,2,FALSE,2,A10,,,,native
A-438,1,A,2016-09-18,A-284,A-284,,,TRUE,,A12,,,,native
A-441,2,A,2016-11-24,A-267,A-267,F-146,1,TRUE,1,S-light,,,,native
A-442,1,A,2016-11-24,A-267,A-267,F-146,2,TRUE,2,,,,,native
A-443,1,A,2016-12-06,A-232,A-232,F-147,1,TRUE,1,,,,,native
A-444,1,A,2016-12-06,A-232,A-232,F-147,2,TRUE,2,,,,,native
A-445,2,A,2016-12-24,A-194,A-194,A-386,,TRUE,,"Fianna, A-unknown",,,,native
A-446,2,A,2017-01-20,A-305,A-305,F-167,1,TRUE,1,,,,,native
A-447,1,A,2017-01-20,A-305,A-305,F-167,2,TRUE,2,,,,,native
A-448,1,A,2017-02-02,A-355,A-355,F-146,1,TRUE,1,A-skinny,,,,native
A-449,2,A,2017-01-22,A-259,A-259,F-146,1,TRUE,1,,,,,native
A-450,1,A,2017-03-01,A-335,A-335,A-276,1,TRUE,1,,,,"might have died and then another, younger cub (i.e. of A-313) started SU from A-335",native
A-451,1,A,2017-03-01,A-335,A-335,A-276,2,TRUE,2,,,,suckled by A-335 but looks very different and older than A-450,native
A-452,2,A,2017-01-22,A-259,A-259,F-146,2,TRUE,2,A-spotty,,,,native
A-453,2,A,2017-02-02,A-355,A-355,F-160,2,TRUE,2,,,,,native
A-454,1,A,2017-02-12,A-283,A-283,F-146,,TRUE,,A-nice male,,,,native
A-455,2,A,2017-02-18,A-238,A-238,F-146,1,TRUE,1,A-cub1,,,,native
A-456,1,A,2017-02-18,A-238,A-238,F-146,2,TRUE,2,A-sampled,,,,native
A-457,2,A,2017-03-09,A-353,A-353,A-257,1,TRUE,1,,,,,native
A-458,1,A,2017-03-09,A-353,A-353,A-257,2,TRUE,2,Kuhani,,,,native
A-459,1,A,2017-03-20,A-247,A-247,N-183,1,TRUE,1,,,,,native
A-460,2,A,2017-03-20,A-247,A-247,N-183,2,TRUE,2,,,,,native
A-461,2,A,2017-03-18,A-195,A-195,M-289,1,TRUE,1,A-skinny,2018-12-07,disease/starved,"found dead 2018-12-07, seen very skinny on 2018-12-02, managed to pull hair from it without it moving",native
A-462,2,A,2017-03-18,A-195,A-195,M-289,2,TRUE,2,,,,,native
A-463,,A,2017-03-25,A-313,A-313,,,FALSE,,,,,"A-313 had cub but we do not know if A-463 is really her cub or a cub from another mother. If genetics show it is from another mother, then A-463 needs a different ID. On 171109 seen su from A-341; given new ID A-481.",native
A-464,2,A,2017-04-18,A-329,A-329,N-183,1,TRUE,1,A-newbie,,,,native
A-465,1,A,2017-04-18,A-329,A-329,N-183,2,TRUE,2,A-black,,,,native
A-466,2,A,2017-02-08,A-304,A-304,F-146,1,TRUE,1,A-shy,,,,native
A-467,2,A,2017-02-08,A-304,A-304,,2,FALSE,2,A-brown,,,,native
A-468,2,A,2017-03-16,A-252,A-252,F-146,,TRUE,,A-safi,,,,native
A-469,2,A,2017-06-04,A-302,A-302,A-263,,TRUE,,,,,,native
A-470,2,A,2017-06-26,A-326,A-326,A-261,1,TRUE,1,,,,,native
A-471,,A,2017-06-28,A-266,A-266,,1,FALSE,1,,,,,native
A-472,,A,2017-06-28,A-266,A-266,,2,FALSE,2,,,,,native
A-473,,A,2017-07-04,A-194,A-194,,1,FALSE,1,,,,,native
A-474,,A,2017-07-04,A-194,A-194,,2,FALSE,2,,,,,native
A-475,1,A,2017-07-07,A-265,A-265,F-146,,TRUE,,,,,,native
A-476,2,A,2017-06-26,A-326,A-326,A-261,2,TRUE,2,,,,,native
A-477,2,A,2017-07-14,A-301,A-301,F-128,1,TRUE,1,,,,,native
A-478,1,A,2017-07-14,A-301,A-301,F-128,2,TRUE,2,,,,,native
A-479,1,A,2017-07-19,A-255,A-255,F-128,1,TRUE,1,,,,,native
A-480,1,A,2017-07-19,A-255,A-255,,2,FALSE,2,,,,,native
A-481,1,A,2017-03-28,A-341,A-341,N-183,,TRUE,,A-kiwi,,,,native
A-482,2,A,2017-08-28,,,,,FALSE,,A-big,,,sample collected but it disappeared/never reached IZW,native
A-483,2,A,2017-10-25,A-221,A-221,F-167,,TRUE,,"Tewagi, A-cute fat",,,mother determined based on genetic data,native
A-484,1,A,2017-12-12,A-287,A-287,F-128,2,TRUE,2,A-287_cub1,,,"2019-06-24: A-485 CW on bone, seems dominant",native
A-485,1,A,2017-12-12,A-287,A-287,F-128,1,TRUE,1,A-287_cub2,,,"2019-06-24: A-485 CW on bone, seems dominant",native
A-486,2,A,2018-01-02,A-381,A-381,F-160,,TRUE,,A-381_cub,,,,native
A-487,2,A,2017-12-22,A-262,A-262,F-146,1,TRUE,1,A-Light1,,,,native
A-488,1,A,2017-12-22,A-262,A-262,F-160,2,TRUE,2,A-Light2,,,,native
A-489,1,A,2018-03-01,A-245,A-245,,1,FALSE,1,"Milos, A-Dark",,,,native
A-490,2,A,2018-03-01,A-245,A-245,,2,FALSE,2,A-Shiny,,,,native
A-491,2,A,2018-02-28,A-284,A-284,X-104,1,TRUE,2,A-spotty,,starvation,"seen last alive 2018-06-26, starved when (social?) mother disappeared for 19 months",native
A-492,,A,2018-02-28,A-284,A-284,,2,FALSE,3,A-tiny,,starvation,"seen last alive 2018-06-17, starved when mother disappeared for 19 months",native
A-493,2,A,2018-04-25,A-353,A-353,A-263,2,TRUE,2,"Vardahn, A-Black",2019-06-20,disease,Streptococcus,native
A-494,2,A,2018-04-25,A-353,A-353,A-263,1,TRUE,1,"Khagemba, A-Black2",,,,native
A-495,2,A,2018-05-27,A-194,A-194,F-167,1,TRUE,1,"Dharma, A-194_cub1",,,,native
A-496,2,A,2018-05-27,A-194,A-194,A-370,2,TRUE,2,"Arete, A-194_cub2",,,,native
A-497,1,A,2018-06-14,A-305,A-305,F-167,,TRUE,,Cona,,,,native
A-498,2,A,2018-05-12,A-326,A-326,,,FALSE,,spotty,,,,native
A-499,2,A,2018-06-11,A-359,A-359,A-263,,TRUE,,,,,,native
A-500,2,A,2018-06-23,A-238,A-238,,1,FALSE,1,A-Shaggy,,,,native
A-501,2,A,2018-06-23,A-238,A-238,,2,FALSE,2,A-Shaggy2,,,,native
A-502,2,A,2018-07-01,A-355,A-355,,,FALSE,,,,,,native
A-503,2,A,2018-07-04,A-259,A-259,,,FALSE,,,,,,native
A-504,1,A,2018-08-21,A-341,A-341,A-276,,TRUE,,"A-Stripes, A-fluffy",,,,native
A-505,2,A,2018-09-18,A-304,A-304,X-104,1,TRUE,1,A-Bone,,,,native
A-506,2,A,2018-09-18,A-304,A-304,X-104,2,TRUE,2,A-Bone2,,,,native
A-507,1,A,2018-10-01,A-339,A-339,,,TRUE,,"A-339_cub, X-135",2019-06-21,disease,"Streptococcus, foot of subadult that was carried around and eaten by A-470 and given ID X-135. Could be A-507 who died 2019-06-21 and was eaten by Airstrips 2019-06-22. ID confirmed by genetics.",native
A-508,2,A,2018-11-23,A-335,A-335,,,FALSE,,A-335_cub,,,,native
A-509,2,A,2018-02-28,A-284,A-284,X-104,,TRUE,1,A-Nice,,,first estimate of birth was 2018-06-23 but interbirth interval to A-491+A-492 would have been too short,native
A-510,1,A,2019-03-16,A-355,A-355,A-263,,TRUE,,,2019-06-16,disease,"Streptococcus, seen very ill on 2019-06-14 and found with big hole below throat when dead body examined",native
A-511,2,A,2019-04-24,A-429,A-429,,1,FALSE,1,,,,,native
A-512,1,A,2019-04-24,A-429,A-429,,2,FALSE,2,,,,,native
A-513,2,A,2019-05-01,A-287,A-287,,,FALSE,,stealer,,,not sure about maternity; starved after mother died?,native
A-514,1,A,2019-05-12,A-445,A-445,,,FALSE,,,,,,native
A-515,2,A,2019-02-12,A-232,A-232,F-146,,TRUE,,Heshima,,,,native
A-516,,A,2019-05-27,A-302,A-302,,,FALSE,,,,,,native
A-517,2,A,2019-06-03,A-313,A-313,F-167,,TRUE,,A-isolated,,,,native
A-518,2,A,2019-06-26,A-329,A-329,,1,TRUE,1,,,,,native
A-519,1,A,2019-06-26,A-329,A-329,,2,TRUE,2,,,,,native
A-520,2,A,2019-09-02,A-381,A-381,,1,FALSE,1,,,,,native
A-521,2,A,2019-09-02,A-381,A-381,F-167,2,TRUE,2,A-spotty,,,,native
A-522,2,A,2019-10-12,A-359,A-359,A-299,1,TRUE,1,A2,,,,native
A-523,1,A,2019-10-12,A-359,A-359,A-299,2,TRUE,2,A3,,,,native
A-524,,A,2019-10-18,A-305,A-305,,1,FALSE,1,A-chocolate1,,,could maybe be A4,native
A-525,,A,2019-10-18,A-305,A-305,,2,FALSE,2,A-chocolate2,,,,native
A-526,2,A,2019-10-23,A-238,A-238,A-395,,TRUE,,A1,,,,native
A-527,1,A,2019-11-18,A-355,A-355,A-338,,TRUE,,,,,,native
A-528,1,A,2019-11-20,A-365,A-365,F-214,,TRUE,,,,,,native
A-529,2,A,2019-11-22,A-445,A-445,A-338,,TRUE,,"Kombea, A-curious",,,,native
A-530,1,A,2019-11-25,A-284,A-284,,1,TRUE,1,"Tsaobis, A-male1",,,,native
A-531,1,A,2019-11-25,A-284,A-284,,2,FALSE,2,A-male2,,,,native
A-532,2,A,2019-11-29,A-304,A-304,F-146,1,TRUE,1,,,,,native
A-533,2,A,2019-11-29,A-304,A-304,F-146,2,TRUE,2,,,,,native
A-534,2,A,2020-03-02,A-302,A-302,F-146,1,TRUE,1,,,,,native
A-535,1,A,2020-03-02,A-302,A-302,F-146,2,TRUE,2,,,,,native
A-536,2,A,2020-01-24,A-341,A-341,A-257,,TRUE,,"A-341-cub, A-alone",,,,native
A-537,1,A,2020-03-20,A-262,A-262,F-146,,TRUE,,A-grey,,,,native
A-538,2,A,2020-04-24,A-298,A-298,F-219,1,TRUE,1,A-first spots1,,,"genetic data suggest that sample initially assigned to A-542 is from a cub of A-298, which must be A-538 or A-539. Analysis of second sample of A-542 will hopefully confirm this idea.",native
A-539,1,A,2020-04-24,A-298,A-298,,2,FALSE,2,A-first spots2,,,"genetic data suggest that sample initially assigned to A-542 is from a cub of A-298, which must be A-538 or A-539. Analysis of second sample of A-542 will hopefully confirm this idea.",native
A-540,1,A,2020-05-15,A-409,A-409,,,TRUE,,A-boy,,,,native
A-541,1,A,2020-05-28,A-476,A-476,F-214,,TRUE,,A-476_cub1,,,,native
A-542,2,A,2020-06-04,A-378,A-378,,,TRUE,,A-378_cub1,,,"genetic data suggest that sample initially assigned to A-542 is from a cub of A-298, which must be A-538 or A-539. Analysis of second sample of A-542 will hopefully confirm this idea.",native
A-543,1,A,2020-07-28,A-339,A-339,F-232,1,TRUE,1,A-339_cub1,,,,native
A-544,1,A,2020-07-28,A-339,A-339,,2,FALSE,2,A-339_cub2,,,,native
A-545,1,A,2020-07-14,A-232,A-232,F-232,,TRUE,,,,,,native
A-546,,A,2019-11-15,,,,,FALSE,,A4,,,,native
A-547,,A,2020-01-04,A-339,A-339,,,FALSE,,A-339_dark cub,,,,native
A-548,2,A,2021-01-19,A-329,A-329,F-146,1,TRUE,1,,,,,native
A-549,1,A,2021-01-19,A-329,A-329,F-146,2,TRUE,2,Chembe,,,,native
A-550,1,A,2021-01-22,A-381,A-381,A-338,1,TRUE,1,,,,,native
A-551,2,A,2021-01-22,A-381,A-381,A-299,2,TRUE,2,,,,,native
A-552,2,A,2021-01-25,A-238,A-238,F-230,2,TRUE,2,,,,,native
A-553,2,A,2021-01-25,A-238,A-238,F-230,1,TRUE,1,,,,dominant over A-552 at kill on 20210912,native
A-554,1,A,2021-01-28,A-355,A-355,A-257,1,TRUE,1,,,,,native
A-555,2,A,2021-01-28,A-355,A-355,A-257,2,TRUE,2,,,,,native
A-556,1,A,2021-02-03,A-313,A-313,A-257,,TRUE,,,,,,native
A-557,2,A,2021-03-09,A-359,A-359,A-257,,TRUE,,A-beautiful,,,,native
A-558,2,A,2021-03-31,A-445,A-445,F-221,2,TRUE,2,,,,,native
A-559,2,A,2021-03-31,A-445,A-445,F-221,1,TRUE,1,A-sampled1,,,substantially larger than A-558 -> adopted?,native
A-560,1,A,2021-03-17,A-441,A-441,F-214,,TRUE,,A-441_cub,,,,native
A-561,2,A,2021-04-14,A-435,A-435,F-214,1,TRUE,1,"Asilimia, A-shiny",,,,native
A-562,2,A,2021-04-14,A-435,A-435,F-214,2,TRUE,2,X-148; A-435_cub2,2021-08-21,infanticide?,,native
A-563,2,A,2021-04-22,A-365,A-365,F-214,,TRUE,,A-sampled2,,,,native
A-564,1,A,2021-05-04,A-304,A-304,,1,FALSE,1,A-304_male1,,,,native
A-565,1,A,2021-05-04,A-304,A-304,F-146,2,TRUE,2,A-304_male2,,,,native
A-566,2,A,2021-05-22,A-262,A-262,F-146,1,TRUE,1,A-262_cub1,,,,native
A-567,2,A,2021-05-22,A-262,A-262,,2,FALSE,2,A-262_cub2,,,,native
A-568,2,A,2021-06-08,A-284,A-284,,1,FALSE,1,,,,,native
A-569,1,A,2021-06-08,A-284,A-284,,2,FALSE,2,A-male3,,,,native
A-570,2,A,2021-07-21,A-409,A-409,E-277,1,TRUE,1,,,,,native
A-571,2,A,2021-07-21,A-409,A-409,E-277,2,TRUE,2,,,,,native
A-572,2,A,2021-08-10,A-341,A-341,F-146,,TRUE,,,,,,native
A-573,2,A,2021-09-02,A-483,A-483,E-277,,TRUE,,,,,,native
A-574,1,A,2021-09-11,A-476,A-476,F-224,,TRUE,,,,,,native
A-575,2,A,2022-01-20,A-355,A-355,A-257,1,TRUE,1,,,,,native
A-576,2,A,2022-01-20,A-355,A-355,A-257,2,TRUE,2,,,,,native
A-577,1,A,2022-02-01,A-302,A-302,F-221,1,TRUE,1,,,,,native
A-578,1,A,2022-02-01,A-302,A-302,E-277,2,TRUE,2,,,,more spots but submissive,native
A-579,1,A,2022-02-04,A-526,A-526,A-391,1,TRUE,1,A-shrinkear,,,,native
A-580,1,A,2022-02-04,A-526,A-526,F-146,2,TRUE,2,,,,,native
A-581,1,A,2022-02-11,A-381,A-381,F-221,,TRUE,,,,,,native
A-582,2,A,2022-02-15,A-238,A-238,A-391,,TRUE,,A-chubby female,,,,native
A-583,2,A,2022-02-24,A-436,A-436,,1,FALSE,1,,,,,native
A-584,1,A,2022-02-24,A-436,A-436,,2,TRUE,2,,,,,native
A-585,2,A,2022-03-30,A-313,A-313,F-146,,TRUE,,,,,,native
A-586,1,A,2022-04-03,A-521,A-521,F-214,,TRUE,,A-521_son,,,,native
A-587,1,A,2022-04-14,A-339,A-339,F-219,1,TRUE,1,,,,,native
A-588,1,A,2022-04-14,A-339,A-339,F-219,2,TRUE,2,,,,,native
A-589,2,A,2022-05-03,A-359,A-359,F-214,,TRUE,,,,,,native
A-590,2,A,2022-05-21,A-304,A-304,F-230,1,TRUE,1,,,,,native
A-591,2,A,2022-05-21,A-304,A-304,F-230,2,TRUE,2,,,,,native
A-592,1,A,2022-06-24,A-517,A-517,F-230,1,TRUE,1,,,,,native
A-593,1,A,2022-06-24,A-517,A-517,F-230,2,TRUE,2,,,,,native
A-594,1,A,2022-07-22,A-445,A-445,F-214,1,TRUE,1,,,,,native
A-595,2,A,2022-07-22,A-445,A-445,,2,TRUE,2,,,,,native
A-596,1,A,2022-08-12,A-329,A-329,A-257,,TRUE,,,,,,native
A-597,1,A,2022-08-13,A-378,A-378,,1,TRUE,1,,,,,native
A-598,2,A,2022-08-13,A-378,A-378,,2,FALSE,2,,,,,native
A-599,1,A,2022-08-16,A-470,A-470,F-224,1,TRUE,1,,,,,native
A-600,1,A,2022-08-16,A-470,A-470,F-224,2,TRUE,2,,,,,native
A-601,1,A,2022-10-28,A-441,A-441,,1,FALSE,1,,,,,native
A-602,1,A,2022-10-28,A-441,A-441,,2,FALSE,2,,,,,native
A-603,1,A,2022-11-22,A-381,A-381,,1,FALSE,1,,,,,native
A-604,,A,2022-11-22,A-381,A-381,,2,FALSE,2,,,,,native
A-605,,A,2022-11-27,A-365,A-365,,1,FALSE,1,,,,,native
A-606,,A,2022-11-27,A-365,A-365,,2,FALSE,2,,,,,native
A-607,,A,2022-12-01,A-238,A-238,,1,TRUE,1,,,,,native
A-608,1,A,2022-12-01,A-238,A-238,,2,TRUE,2,,,,,native
A-609,,A,2022-12-27,A-435,A-435,,,FALSE,,,,,,native
A-610,2,A,2023-02-12,A-526,A-526,,1,TRUE,1,A-526_cub1,,,,native
A-611,2,A,2023-02-12,A-526,A-526,,2,TRUE,2,A-526_cub2,,,,native
A-612,1,A,2023-05-13,,,,,TRUE,,A-male_sampled,,,,native
A-613,,A,2023-05-25,A-341,A-341,,,TRUE,,A-341_cub1,,,,native
A-614,1,A,2023-06-26,A-359,A-359,,1,TRUE,1,A-359_cub1,,,,native
A-615,2,A,2023-06-26,A-359,A-359,,2,TRUE,2,"A-359_cub2?, A-618/A-unknown1",,,,native
A-616,1,A,2023-07-27,A-518,A-518,,1,TRUE,1,A-518_cub1,,,,native
A-617,,A,2023-07-27,A-518,A-518,,2,TRUE,2,A-518_cub2,,,,native
A-618,2,A,2023-07-08,A-521,A-521,,1,TRUE,1,A-521_cub1,,,,native
A-619,1,A,2023-07-08,A-521,A-521,,2,TRUE,2,A-521_cub2,,,,native
A-620,2,A,2023-07-15,A-435,A-435,,,FALSE,,A-435_cub1,,,,native
A-621,2,A,2023-08-16,A-529,A-529,,,TRUE,,A-female3,,,,native
A-622,2,A,2023-09-02,A-355,A-355,,,FALSE,,A-355_cub1,,,,native
A-623,1,A,2023-08-25,A-483,A-483,,,FALSE,,A-male,,,,native
A-624,,A,2024-01-11,A-313,A-313,,,FALSE,,A-313_dark_cub,,,,native
A-625,,A,2024-01-23,A-381,A-381,,1,TRUE,1,A-381_dark_cub1,,,,native
A-626,,A,2024-01-23,A-381,A-381,,2,FALSE,2,A-381_dark_cub2,,,,native
A-627,2,A,2023-07-21,,,,,FALSE,,"A-cool, A-female_dirty, A-resting",,,,native
A-628,,A,2023-10-24,,,,,FALSE,,A-unknown_sex,,,,native
A-629,1,A,2023-11-19,,,,,FALSE,,A-624_maybe; A-male_nice,,,,native
A-630,,A,2024-02-15,A-534,A-534,,1,FALSE,1,A-534_cub1_maybe,,,,native
A-631,,A,2024-02-15,A-534,A-534,,2,FALSE,2,A-534_cub2_maybe,,,,native
A-632,,A,2023-11-20,,,,,FALSE,,lightcub,,,,native
B-001,2,B,1999-06-15,,,,,FALSE,,,,,,foreigner
B-002,,B,1998-12-15,,,,,FALSE,,,,,,foreigner
B-003,,B,1998-09-15,,,,,FALSE,,,,,,foreigner
C-001,2,C,1992-01-20,,,,,FALSE,,,,,,foreigner
C-002,2,C,1991-03-20,,,,,FALSE,,,,,,foreigner
C-003,,C,1995-03-27,,,,,FALSE,,,,,,foreigner
C-004,2,C,1985-03-21,,,,,TRUE,,X-003,1997-03-21,,,foreigner
C-005,,C,1988-09-27,,,,,FALSE,,,,,,foreigner
C-006,,C,1989-09-27,,,,,FALSE,,,,,,foreigner
C-007,,C,1990-03-27,,,,,FALSE,,,,,,foreigner
C-008,,C,1996-01-27,,,,,FALSE,,,,,,foreigner
C-009,,C,1998-11-15,,,,,FALSE,,,,,,foreigner
C-010,,C,2002-03-17,,,,,FALSE,,,,,,foreigner
C-011,,C,2004-03-17,,,,,FALSE,,,,,,foreigner
C-012,2,C,2016-08-18,,,,,FALSE,,C-mother1,,,,foreigner
C-013,2,C,2015-10-14,,,,,FALSE,,C-female,,,,foreigner
C-014,2,C,2017-02-11,,,,,FALSE,,,,,,foreigner
C-015,2,C,2018-01-15,,,,,FALSE,,,,,,foreigner
