"ID","sex","birthclan","birthdate","mothergenetic","mothersocial","father","litterdominance","DNA","litterdominancegenetic","name2","deathconfirmed","deathcause","comments","date_lastsighting"
"A-322",2,"A",2006-09-12,"A-259","A-259","N-136",1,0,NA,NA,NA,NA,NA,2018-05-12
"A-323",2,"A",2006-09-12,"A-259","A-259","N-136",2,0,NA,NA,NA,NA,NA,2008-03-12
"A-324",2,"A",2006-09-12,"A-018","A-018","N-042",1,0,NA,NA,NA,NA,NA,2018-12-12
"A-325",2,"A",2006-09-12,"A-018","A-018","N-042",2,0,NA,NA,NA,NA,NA,2019-06-12
"A-326",1,"A",2006-10-12,"A-241","A-241","L-136",1,0,NA,NA,NA,NA,NA,2008-02-12
"A-327",1,"A",2006-10-12,"A-241","A-241","L-136",2,0,NA,NA,NA,NA,NA,2007-04-12
"A-328",1,"A",2006-10-12,"A-207","A-207","L-121",1,0,NA,NA,NA,NA,NA,2012-04-12
"A-329",2,"A",2006-12-12,"A-279","A-279","T-120",1,0,NA,NA,NA,NA,NA,2008-03-12
"A-330",2,"A",2006-12-12,"A-279","A-279","T-120",2,0,NA,NA,NA,NA,NA,2015-06-12
"A-331",1,"A",2006-12-12,"A-013","A-013","N-042",1,0,NA,NA,NA,NA,NA,2012-07-12
"A-332",2,"A",2006-12-12,"A-142","A-142","N-084",1,0,NA,NA,NA,NA,NA,2007-06-12
"A-333",2,"A",2006-12-12,"A-142","A-142","N-084",2,0,NA,NA,NA,NA,NA,2008-10-12
"A-334",1,"A",2007-04-12,"A-129","A-129","N-084",1,0,NA,NA,NA,NA,NA,2008-04-12
"A-335",2,"A",2007-04-12,"A-129","A-129","N-084",2,0,NA,NA,NA,NA,NA,2009-07-12
"A-336",1,"A",2007-05-12,"A-186","A-186","S-062",1,0,NA,NA,NA,NA,NA,2007-10-12
"A-337",1,"A",2007-07-12,"A-241","A-241","L-136",1,0,NA,NA,NA,NA,NA,2008-07-12
"A-338",1,"A",2007-09-12,"A-282","A-282","T-120",1,0,NA,NA,NA,NA,NA,2022-06-12
"A-339",2,"A",2007-10-12,"A-278","A-278","T-120",1,0,NA,NA,NA,NA,NA,2008-04-12
"A-340",1,"A",2007-11-12,"A-228","A-228","L-136",1,0,NA,NA,NA,NA,NA,2013-01-12
"A-341",1,"A",2007-11-12,"A-259","A-259","N-136",1,0,NA,NA,NA,NA,NA,2012-02-12
"A-342",1,"A",2007-11-12,"A-259","A-259","N-136",2,0,NA,NA,NA,NA,NA,2008-12-12
"A-343",1,"A",2007-12-12,"A-212","A-212","S-068",1,0,NA,NA,NA,NA,NA,2009-01-12
"A-344",2,"A",2007-12-12,"A-212","A-212","S-068",2,0,NA,NA,NA,NA,NA,2022-12-12
"A-345",1,"A",2007-12-12,"A-136","A-136","N-084",1,0,NA,NA,NA,NA,NA,2009-08-12
"A-346",1,"A",2007-12-12,"A-136","A-136","N-084",2,0,NA,NA,NA,NA,NA,2016-01-12
"A-347",1,"A",2007-12-12,"A-142","A-142","N-084",1,0,NA,NA,NA,NA,NA,2018-01-12
"A-348",1,"A",2007-12-12,"A-190","A-190","S-062",1,0,NA,NA,NA,NA,NA,2008-05-12
"A-349",2,"A",2008-02-12,"A-241","A-241","L-136",1,0,NA,NA,NA,NA,NA,2020-04-12
"A-350",1,"A",2008-02-12,"A-279","A-279","T-120",1,0,NA,NA,NA,NA,NA,2018-10-12
"A-351",2,"A",2008-02-12,"A-237","A-237","L-136",1,0,NA,NA,NA,NA,NA,2008-08-12
"A-352",1,"A",2008-03-12,"A-270","A-270","M-187",1,0,NA,NA,NA,NA,NA,2009-01-12
"A-353",1,"A",2008-03-12,"A-209","A-209","L-121",1,0,NA,NA,NA,NA,NA,2021-07-12
"A-354",1,"A",2008-04-12,"A-137","A-137","N-084",1,0,NA,NA,NA,NA,NA,2009-01-12
"A-355",1,"A",2008-05-12,"A-255","A-255","M-181",1,0,NA,NA,NA,NA,NA,2021-09-12
"A-356",2,"A",2008-05-12,"A-172","A-172","S-062",1,0,NA,NA,NA,NA,NA,2009-06-12
"A-357",1,"A",2008-06-12,"A-155","A-155","S-062",1,0,NA,NA,NA,NA,NA,2009-05-12
"A-358",2,"A",2008-09-12,"A-286","A-286","T-120",1,0,NA,NA,NA,NA,NA,2012-05-12
"A-359",1,"A",2008-09-12,"A-301","A-301","N-127",1,0,NA,NA,NA,NA,NA,2018-01-12
"A-360",1,"A",2008-10-12,"A-260","A-260","M-181",1,0,NA,NA,NA,NA,NA,2010-06-12
"A-361",1,"A",2008-10-12,"A-322","A-322","T-130",1,0,NA,NA,NA,NA,NA,2009-08-12
"A-362",2,"A",2008-11-12,"A-238","A-238","L-136",1,0,NA,NA,NA,NA,NA,2010-08-12
"A-363",2,"A",2008-11-12,"A-238","A-238","L-136",2,0,NA,NA,NA,NA,NA,2010-05-12
"A-364",1,"A",2008-12-12,"A-288","A-288","T-120",1,0,NA,NA,NA,NA,NA,2009-08-12
"A-365",2,"A",2008-12-12,"A-288","A-288","T-120",2,0,NA,NA,NA,NA,NA,2010-12-12
"A-366",2,"A",2008-12-12,"A-212","A-212","S-068",1,0,NA,NA,NA,NA,NA,2011-09-12
"A-367",1,"A",2008-12-12,"A-212","A-212","S-068",2,0,NA,NA,NA,NA,NA,2014-11-12
"A-368",1,"A",2009-01-12,"A-282","A-282","T-120",1,0,NA,NA,NA,NA,NA,2010-02-12
"A-369",1,"A",2009-01-12,"A-139","A-139","N-084",1,0,NA,NA,NA,NA,NA,2010-01-12
"A-370",1,"A",2009-03-12,"A-286","A-286","T-120",1,0,NA,NA,NA,NA,NA,2009-11-12
"A-371",1,"A",2009-03-12,"A-207","A-207","L-121",1,0,NA,NA,NA,NA,NA,2009-11-12
"A-372",1,"A",2009-04-12,"A-279","A-279","T-120",1,0,NA,NA,NA,NA,NA,2010-07-12
"A-373",2,"A",2009-05-12,"A-127","A-127","N-084",1,0,NA,NA,NA,NA,NA,2019-01-12
"A-374",2,"A",2009-05-12,"A-127","A-127","N-084",2,0,NA,NA,NA,NA,NA,2022-03-12
"A-375",1,"A",2009-05-12,"A-129","A-129","N-084",1,0,NA,NA,NA,NA,NA,2010-12-12
"A-376",2,"A",2009-05-12,"A-259","A-259","M-181",1,0,NA,NA,NA,NA,NA,2019-01-12
"A-377",2,"A",2009-05-12,"A-259","A-259","M-181",2,0,NA,NA,NA,NA,NA,2010-01-12
"A-378",1,"A",2009-05-12,"A-237","A-237","L-136",1,0,NA,NA,NA,NA,NA,2010-09-12
"A-379",1,"A",2009-06-12,"A-172","A-172","S-062",1,0,NA,NA,NA,NA,NA,2011-02-12
"A-380",1,"A",2009-06-12,"A-172","A-172","S-062",2,0,NA,NA,NA,NA,NA,2011-04-12
"A-381",2,"A",2009-08-12,"A-325","A-325","T-130",1,0,NA,NA,NA,NA,NA,2012-08-12
"A-382",1,"A",2009-08-12,"A-241","A-241","L-136",1,0,NA,NA,NA,NA,NA,2018-04-12
"A-383",1,"A",2009-08-12,"A-241","A-241","L-136",2,0,NA,NA,NA,NA,NA,2021-08-12
"A-384",1,"A",2009-08-12,"A-270","A-270","M-187",1,0,NA,NA,NA,NA,NA,2010-01-12
"A-385",1,"A",2009-11-12,"A-237","A-237","L-136",1,0,NA,NA,NA,NA,NA,2010-12-12
"A-386",2,"A",2009-12-12,"A-209","A-209","L-121",1,0,NA,NA,NA,NA,NA,2010-05-12
"A-387",1,"A",2009-12-12,"A-209","A-209","L-121",2,0,NA,NA,NA,NA,NA,2010-08-12
"A-388",2,"A",2010-01-12,"A-127","A-127","N-084",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-389",2,"A",2010-01-12,"A-127","A-127","N-084",2,0,NA,NA,NA,NA,NA,2022-03-12
"A-390",1,"A",2010-01-12,"A-301","A-301","N-127",1,0,NA,NA,NA,NA,NA,2019-11-12
"A-391",1,"A",2010-01-12,"A-301","A-301","N-127",2,0,NA,NA,NA,NA,NA,2022-12-12
"A-392",2,"A",2010-02-12,"A-286","A-286","T-120",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-393",1,"A",2010-02-12,"A-286","A-286","T-120",2,0,NA,NA,NA,NA,NA,2010-12-12
"A-394",2,"A",2010-02-12,"A-282","A-282","T-120",1,0,NA,NA,NA,NA,NA,2011-06-12
"A-395",1,"A",2010-02-12,"A-282","A-282","T-120",2,0,NA,NA,NA,NA,NA,2011-03-12
"A-396",2,"A",2010-02-12,"A-322","A-322","T-130",1,0,NA,NA,NA,NA,NA,2012-09-12
"A-397",2,"A",2010-03-12,"A-280","A-280","T-120",1,0,NA,NA,NA,NA,NA,2012-04-12
"A-398",2,"A",2010-03-12,"A-228","A-228","L-136",1,0,NA,NA,NA,NA,NA,2013-03-12
"A-399",2,"A",2010-03-12,"A-228","A-228","L-136",2,0,NA,NA,NA,NA,NA,2013-08-12
"A-400",1,"A",2010-03-12,"A-238","A-238","L-136",1,0,NA,NA,NA,NA,NA,2010-11-12
"A-401",1,"A",2010-04-12,"A-319","A-319","S-085",1,0,NA,NA,NA,NA,NA,2013-11-12
"A-402",2,"A",2010-04-12,"A-212","A-212","S-068",1,0,NA,NA,NA,NA,NA,2012-09-12
"A-403",2,"A",2010-05-12,"A-324","A-324","T-130",1,0,NA,NA,NA,NA,NA,2019-03-12
"A-404",1,"A",2010-05-12,"A-259","A-259","M-181",1,0,NA,NA,NA,NA,NA,2011-02-12
"A-405",2,"A",2010-05-12,"A-259","A-259","M-181",2,0,NA,NA,NA,NA,NA,2019-07-12
"A-406",1,"A",2010-06-12,"A-241","A-241","L-136",1,0,NA,NA,NA,NA,NA,2011-01-12
"A-407",1,"A",2010-06-12,"A-241","A-241","L-136",2,0,NA,NA,NA,NA,NA,2019-02-12
"A-408",2,"A",2010-06-12,"A-139","A-139","N-084",1,0,NA,NA,NA,NA,NA,2011-01-12
"A-409",1,"A",2010-06-12,"A-139","A-139","N-084",2,0,NA,NA,NA,NA,NA,2011-08-12
"A-410",1,"A",2010-07-12,"A-344","A-344","M-261",1,0,NA,NA,NA,NA,NA,2017-02-12
"A-411",2,"A",2010-07-12,"A-344","A-344","M-261",2,0,NA,NA,NA,NA,NA,2011-02-12
"A-412",1,"A",2010-07-12,"A-325","A-325","T-130",1,0,NA,NA,NA,NA,NA,2012-12-12
"A-413",2,"A",2010-07-12,"A-260","A-260","M-181",1,0,NA,NA,NA,NA,NA,2012-01-12
"A-414",2,"A",2010-07-12,"A-260","A-260","M-181",2,0,NA,NA,NA,NA,NA,2011-07-12
"A-415",2,"A",2010-09-12,"A-330","A-330","M-213",1,0,NA,NA,NA,NA,NA,2013-01-12
"A-416",1,"A",2010-09-12,"A-190","A-190","S-062",1,0,NA,NA,NA,NA,NA,2012-04-12
"A-417",1,"A",2010-10-12,"A-270","A-270","M-187",1,0,NA,NA,NA,NA,NA,2011-05-12
"A-418",2,"A",2010-10-12,"A-172","A-172","S-062",1,0,NA,NA,NA,NA,NA,2012-02-12
"A-419",2,"A",2010-10-12,"A-172","A-172","S-062",2,0,NA,NA,NA,NA,NA,2011-07-12
"A-420",1,"A",2010-10-12,"A-129","A-129","N-084",1,0,NA,NA,NA,NA,NA,2011-04-12
"A-421",1,"A",2010-11-12,"A-241","A-241","L-136",1,0,NA,NA,NA,NA,NA,2022-11-12
"A-422",1,"A",2010-11-12,"A-279","A-279","T-120",1,0,NA,NA,NA,NA,NA,2020-05-12
"A-423",2,"A",2010-11-12,"A-279","A-279","T-120",2,0,NA,NA,NA,NA,NA,2012-08-12
"A-424",1,"A",2010-11-12,"A-209","A-209","S-068",1,0,NA,NA,NA,NA,NA,2011-04-12
"A-425",2,"A",2010-11-12,"A-237","A-237","L-136",1,0,NA,NA,NA,NA,NA,2012-08-12
"A-426",1,"A",2010-12-12,"A-301","A-301","L-194",1,0,NA,NA,NA,NA,NA,2012-06-12
"A-427",1,"A",2010-12-12,"A-136","A-136","N-084",1,0,NA,NA,NA,NA,NA,2011-07-12
"A-428",1,"A",2010-12-12,"A-136","A-136","N-084",2,0,NA,NA,NA,NA,NA,2012-01-12
"A-429",1,"A",2011-01-12,"A-127","A-127","N-084",1,0,NA,NA,NA,NA,NA,2012-10-12
"A-430",1,"A",2011-01-12,"A-127","A-127","N-084",2,0,NA,NA,NA,NA,NA,2020-09-12
"A-431",2,"A",2011-02-12,"A-319","A-319","S-085",1,0,NA,NA,NA,NA,NA,2012-01-12
"A-432",2,"A",2011-02-12,"A-228","A-228","L-136",1,0,NA,NA,NA,NA,NA,2016-09-12
"A-433",1,"A",2011-02-12,"A-228","A-228","L-136",2,0,NA,NA,NA,NA,NA,2011-07-12
"A-434",1,"A",2011-02-12,"A-207","A-207","S-068",1,0,NA,NA,NA,NA,NA,2020-02-12
"A-435",2,"A",2011-02-12,"A-322","A-322","T-130",1,0,NA,NA,NA,NA,NA,2012-02-12
"A-436",2,"A",2011-02-12,"A-322","A-322","T-130",2,0,NA,NA,NA,NA,NA,2014-10-12
"A-437",1,"A",2011-03-12,"A-358","A-358","L-248",1,0,NA,NA,NA,NA,NA,2012-05-12
"A-438",1,"A",2011-03-12,"A-324","A-324","T-130",1,0,NA,NA,NA,NA,NA,2018-03-12
"A-439",1,"A",2011-05-12,"A-349","A-349","E-161",1,0,NA,NA,NA,NA,NA,2014-11-12
"A-440",1,"A",2011-06-12,"A-241","A-241","L-136",1,0,NA,NA,NA,NA,NA,2018-09-12
"A-441",2,"A",2011-06-12,"A-241","A-241","L-136",2,0,NA,NA,NA,NA,NA,2017-08-12
"A-442",1,"A",2011-07-12,"A-280","A-280","L-194",1,0,NA,NA,NA,NA,NA,2022-03-12
"A-443",2,"A",2011-07-12,"A-280","A-280","L-194",2,0,NA,NA,NA,NA,NA,2012-06-12
"A-444",2,"A",2011-07-12,"A-238","A-238","L-136",1,0,NA,NA,NA,NA,NA,2011-12-12
"A-445",1,"A",2011-08-12,"A-325","A-325","T-130",1,0,NA,NA,NA,NA,NA,2017-03-12
"A-446",1,"A",2011-08-12,"A-325","A-325","T-130",2,0,NA,NA,NA,NA,NA,2012-01-12
"A-447",2,"A",2011-08-12,"A-209","A-209","S-068",1,0,NA,NA,NA,NA,NA,2018-03-12
"A-448",2,"A",2011-09-12,"A-207","A-207","S-068",1,0,NA,NA,NA,NA,NA,2012-04-12
"A-449",1,"A",2011-09-12,"A-190","A-190","S-062",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-450",1,"A",2011-10-12,"A-237","A-237","F-076",1,0,NA,NA,NA,NA,NA,2013-10-12
"A-451",2,"A",2011-11-12,"A-270","A-270","M-187",1,0,NA,NA,NA,NA,NA,2012-06-12
"A-452",1,"A",2011-12-12,"A-212","A-212","S-068",1,0,NA,NA,NA,NA,NA,2016-02-12
"A-453",2,"A",2011-12-12,"A-282","A-282","L-194",1,0,NA,NA,NA,NA,NA,2016-09-12
"A-454",1,"A",2011-12-12,"A-282","A-282","L-194",2,0,NA,NA,NA,NA,NA,2013-01-12
"A-455",1,"A",2012-01-12,"A-358","A-358","L-248",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-456",1,"A",2012-01-12,"A-358","A-358","L-248",2,0,NA,NA,NA,NA,NA,2012-11-12
"A-457",2,"A",2012-01-12,"A-259","A-259","M-181",1,0,NA,NA,NA,NA,NA,2012-09-12
"A-458",2,"A",2012-01-12,"A-259","A-259","M-181",2,0,NA,NA,NA,NA,NA,2012-08-12
"A-459",1,"A",2012-02-12,"A-374","A-374","M-295",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-460",2,"A",2012-02-12,"A-374","A-374","M-295",2,0,NA,NA,NA,NA,NA,2022-07-12
"A-461",1,"A",2012-04-12,"A-322","A-322","M-213",1,0,NA,NA,NA,NA,NA,2013-02-12
"A-462",1,"A",2012-04-12,"A-322","A-322","M-213",2,0,NA,NA,NA,NA,NA,2013-07-12
"A-463",1,"A",2012-05-12,"A-324","A-324","M-213",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-464",2,"A",2012-05-12,"A-324","A-324","M-213",2,0,NA,NA,NA,NA,NA,2019-06-12
"A-465",2,"A",2012-05-12,"A-349","A-349","E-161",1,0,NA,NA,NA,NA,NA,2014-07-12
"A-466",2,"A",2012-05-12,"A-349","A-349","E-161",2,0,NA,NA,NA,NA,NA,2017-04-12
"A-467",2,"A",2012-05-12,"A-279","A-279","L-194",1,0,NA,NA,NA,NA,NA,2012-12-12
"A-468",1,"A",2012-05-12,"A-330","A-330","M-213",1,0,NA,NA,NA,NA,NA,2013-01-12
"A-469",1,"A",2012-07-12,"A-388","A-388","E-197",1,0,NA,NA,NA,NA,NA,2013-02-12
"A-470",1,"A",2012-07-12,"A-228","A-228","F-076",1,0,NA,NA,NA,NA,NA,2013-11-12
"A-471",2,"A",2012-07-12,"A-228","A-228","F-076",2,0,NA,NA,NA,NA,NA,2014-08-12
"A-472",2,"A",2012-08-12,"A-344","A-344","M-261",1,0,NA,NA,NA,NA,NA,2019-02-12
"A-473",1,"A",2012-10-12,"A-241","A-241","F-076",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-474",2,"A",2012-10-12,"A-241","A-241","F-076",2,0,NA,NA,NA,NA,NA,2014-05-12
"A-475",2,"A",2012-10-12,"A-319","A-319","S-085",1,0,NA,NA,NA,NA,NA,2013-08-12
"A-476",1,"A",2012-11-12,"A-405","A-405","E-210",1,0,NA,NA,NA,NA,NA,2013-05-12
"A-477",1,"A",2012-11-12,"A-212","A-212","S-068",1,0,NA,NA,NA,NA,NA,2016-07-12
"A-478",2,"A",2012-11-12,"A-212","A-212","S-068",2,0,NA,NA,NA,NA,NA,2017-05-12
"A-479",1,"A",2012-11-12,"A-238","A-238","F-076",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-480",2,"A",2013-01-12,"A-297","A-297","S-085",1,0,NA,NA,NA,NA,NA,2015-12-12
"A-481",1,"A",2013-01-12,"A-297","A-297","S-085",2,0,NA,NA,NA,NA,NA,2022-11-12
"A-482",2,"A",2013-01-12,"A-207","A-207","S-068",1,0,NA,NA,NA,NA,NA,2017-11-12
"A-483",1,"A",2013-02-12,"A-388","A-388","M-312",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-484",1,"A",2013-02-12,"A-325","A-325","M-213",1,0,NA,NA,NA,NA,NA,2014-09-12
"A-485",1,"A",2013-02-12,"A-260","A-260","M-181",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-486",1,"A",2013-03-12,"A-374","A-374","M-295",1,0,NA,NA,NA,NA,NA,2014-02-12
"A-487",2,"A",2013-03-12,"A-374","A-374","M-295",2,0,NA,NA,NA,NA,NA,2013-10-12
"A-488",2,"A",2013-03-12,"A-330","A-330","M-213",1,0,NA,NA,NA,NA,NA,2014-10-12
"A-489",2,"A",2013-05-12,"A-237","A-237","F-076",1,0,NA,NA,NA,NA,NA,2018-01-12
"A-490",2,"A",2013-05-12,"A-237","A-237","F-076",2,0,NA,NA,NA,NA,NA,2019-02-12
"A-491",1,"A",2013-06-12,"A-349","A-349","E-161",1,0,NA,NA,NA,NA,NA,2016-12-12
"A-492",1,"A",2013-07-12,"A-324","A-324","M-213",1,0,NA,NA,NA,NA,NA,2020-10-12
"A-493",1,"A",2013-08-12,"A-389","A-389","M-312",1,0,NA,NA,NA,NA,NA,2014-02-12
"A-494",2,"A",2013-08-12,"A-279","A-279","M-213",1,0,NA,NA,NA,NA,NA,2017-07-12
"A-495",2,"A",2013-09-12,"A-373","A-373","L-270",1,0,NA,NA,NA,NA,NA,2018-04-12
"A-496",2,"A",2013-09-12,"A-373","A-373","L-270",2,0,NA,NA,NA,NA,NA,2016-07-12
"A-497",2,"A",2013-09-12,"A-260","A-260","M-181",1,0,NA,NA,NA,NA,NA,2018-05-12
"A-498",1,"A",2013-09-12,"A-260","A-260","M-181",2,0,NA,NA,NA,NA,NA,2021-01-12
"A-499",2,"A",2013-10-12,"A-325","A-325","M-213",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-500",2,"A",2013-10-12,"A-228","A-228","F-076",1,0,NA,NA,NA,NA,NA,2014-04-12
"A-501",1,"A",2013-10-12,"A-228","A-228","F-076",2,0,NA,NA,NA,NA,NA,2018-04-12
"A-502",2,"A",2013-10-12,"A-259","A-259","M-181",1,0,NA,NA,NA,NA,NA,2019-03-12
"A-503",1,"A",2013-11-12,"A-241","A-241","F-076",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-504",1,"A",2013-11-12,"A-319","A-319","M-213",1,0,NA,NA,NA,NA,NA,2014-05-12
"A-505",1,"A",2013-11-12,"A-322","A-322","M-213",1,0,NA,NA,NA,NA,NA,2014-06-12
"A-506",2,"A",2013-11-12,"A-322","A-322","M-213",2,0,NA,NA,NA,NA,NA,2016-12-12
"A-507",2,"A",2013-12-12,"A-432","A-432","E-210",1,0,NA,NA,NA,NA,NA,2014-05-12
"A-508",1,"A",2013-12-12,"A-324","A-324","M-213",1,0,NA,NA,NA,NA,NA,2017-11-12
"A-509",1,"A",2013-12-12,"A-324","A-324","M-213",2,0,NA,NA,NA,NA,NA,2019-08-12
"A-510",1,"A",2014-01-12,"A-376","A-376","L-270",1,0,NA,NA,NA,NA,NA,2014-09-12
"A-511",1,"A",2014-01-12,"A-374","A-374","L-270",1,0,NA,NA,NA,NA,NA,2016-06-12
"A-512",1,"A",2014-01-12,"A-344","A-344","E-161",1,0,NA,NA,NA,NA,NA,2019-03-12
"A-513",2,"A",2014-03-12,"A-403","A-403","S-181",1,0,NA,NA,NA,NA,NA,2019-10-12
"A-514",2,"A",2014-03-12,"A-403","A-403","S-181",2,0,NA,NA,NA,NA,NA,2019-03-12
"A-515",2,"A",2014-03-12,"A-436","A-436","S-181",1,0,NA,NA,NA,NA,NA,2014-09-12
"A-516",2,"A",2014-03-12,"A-405","A-405","S-181",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-517",1,"A",2014-04-12,"A-388","A-388","M-312",1,0,NA,NA,NA,NA,NA,2016-08-12
"A-518",2,"A",2014-04-12,"A-297","A-297","M-213",1,0,NA,NA,NA,NA,NA,2015-05-12
"A-519",2,"A",2014-05-12,"A-241","A-241","F-076",1,0,NA,NA,NA,NA,NA,2016-07-12
"A-520",1,"A",2014-05-12,"A-241","A-241","F-076",2,0,NA,NA,NA,NA,NA,2015-02-12
"A-521",1,"A",2014-06-12,"A-259","A-259","M-181",1,0,NA,NA,NA,NA,NA,2014-12-12
"A-522",1,"A",2014-06-12,"A-238","A-238","F-076",1,0,NA,NA,NA,NA,NA,2017-12-12
"A-523",2,"A",2014-07-12,"A-466","A-466","E-230",1,0,NA,NA,NA,NA,NA,2018-06-12
"A-524",2,"A",2014-07-12,"A-389","A-389","M-312",1,0,NA,NA,NA,NA,NA,2015-12-12
"A-525",2,"A",2014-07-12,"A-324","A-324","M-213",1,0,NA,NA,NA,NA,NA,2015-06-12
"A-526",1,"A",2014-07-12,"A-324","A-324","M-213",2,0,NA,NA,NA,NA,NA,2022-12-12
"A-527",1,"A",2014-07-12,"A-228","A-228","F-076",1,0,NA,NA,NA,NA,NA,2015-08-12
"A-528",1,"A",2014-07-12,"A-237","A-237","F-076",1,0,NA,NA,NA,NA,NA,2015-02-12
"A-529",1,"A",2014-08-12,"A-349","A-349","E-161",1,0,NA,NA,NA,NA,NA,2021-04-12
"A-530",2,"A",2014-09-12,"A-373","A-373","L-270",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-531",2,"A",2014-09-12,"A-212","A-212","S-068",1,0,NA,NA,NA,NA,NA,2016-03-12
"A-532",1,"A",2014-09-12,"A-376","A-376","L-270",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-533",2,"A",2014-09-12,"A-376","A-376","L-270",2,0,NA,NA,NA,NA,NA,2015-12-12
"A-534",2,"A",2014-10-12,"A-432","A-432","S-181",1,0,NA,NA,NA,NA,NA,2018-03-12
"A-535",2,"A",2014-11-12,"A-441","A-441","M-303",1,0,NA,NA,NA,NA,NA,2016-10-12
"A-536",1,"A",2014-11-12,"A-405","A-405","S-181",1,0,NA,NA,NA,NA,NA,2015-04-12
"A-537",2,"A",2014-12-12,"A-472","A-472","N-243",1,0,NA,NA,NA,NA,NA,2015-07-12
"A-538",1,"A",2015-01-12,"A-279","A-279","M-213",1,0,NA,NA,NA,NA,NA,2018-01-12
"A-539",2,"A",2015-02-12,"A-330","A-330","M-213",1,0,NA,NA,NA,NA,NA,2020-01-12
"A-540",1,"A",2015-02-12,"A-330","A-330","M-213",2,0,NA,NA,NA,NA,NA,2016-07-12
"A-541",1,"A",2015-04-12,"A-453","A-453","N-270",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-542",1,"A",2015-05-12,"A-325","A-325","M-213",1,0,NA,NA,NA,NA,NA,2017-02-12
"A-543",1,"A",2015-05-12,"A-241","A-241","F-076",1,0,NA,NA,NA,NA,NA,2015-11-12
"A-544",1,"A",2015-06-12,"A-464","A-464","E-230",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-545",1,"A",2015-06-12,"A-478","A-478","N-243",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-546",2,"A",2015-07-12,"A-324","A-324","M-213",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-547",2,"A",2015-08-12,"A-319","A-319","M-213",1,0,NA,NA,NA,NA,NA,2019-01-12
"A-548",2,"A",2015-09-12,"A-441","A-441","M-303",1,0,NA,NA,NA,NA,NA,2018-03-12
"A-549",2,"A",2015-09-12,"A-344","A-344","E-161",1,0,NA,NA,NA,NA,NA,2019-03-12
"A-550",1,"A",2015-10-12,"A-460","A-460","S-204",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-551",2,"A",2015-10-12,"A-325","A-325","M-213",1,0,NA,NA,NA,NA,NA,2021-06-12
"A-552",2,"A",2015-10-12,"A-325","A-325","M-213",2,0,NA,NA,NA,NA,NA,2018-07-12
"A-553",1,"A",2015-10-12,"A-376","A-376","L-270",1,0,NA,NA,NA,NA,NA,2018-02-12
"A-554",1,"A",2015-10-12,"A-376","A-376","L-270",2,0,NA,NA,NA,NA,NA,2022-12-12
"A-555",2,"A",2015-11-12,"A-447","A-447","M-303",1,0,NA,NA,NA,NA,NA,2016-07-12
"A-556",2,"A",2015-11-12,"A-388","A-388","M-312",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-557",2,"A",2015-11-12,"A-388","A-388","M-312",2,0,NA,NA,NA,NA,NA,2017-08-12
"A-558",1,"A",2015-11-12,"A-374","A-374","L-270",1,0,NA,NA,NA,NA,NA,2022-11-12
"A-559",1,"A",2015-11-12,"A-212","A-212","S-068",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-560",2,"A",2016-01-12,"A-373","A-373","L-270",1,0,NA,NA,NA,NA,NA,2017-01-12
"A-561",1,"A",2016-01-12,"A-373","A-373","L-270",2,0,NA,NA,NA,NA,NA,2020-11-12
"A-562",1,"A",2016-01-12,"A-403","A-403","S-181",1,0,NA,NA,NA,NA,NA,2019-04-12
"A-563",1,"A",2016-02-12,"A-466","A-466","N-243",1,0,NA,NA,NA,NA,NA,2017-06-12
"A-564",1,"A",2016-03-12,"A-495","A-495","N-313",1,0,NA,NA,NA,NA,NA,2019-06-12
"A-565",1,"A",2016-03-12,"A-389","A-389","M-312",1,0,NA,NA,NA,NA,NA,2017-03-12
"A-566",1,"A",2016-03-12,"A-432","A-432","S-181",1,0,NA,NA,NA,NA,NA,2020-02-12
"A-567",1,"A",2016-03-12,"A-260","A-260","A-299",1,0,NA,NA,NA,NA,NA,2019-08-12
"A-568",2,"A",2016-03-12,"A-322","A-322","F-123",1,0,NA,NA,NA,NA,NA,2022-12-12
"A-569",2,"A",2016-05-12,"A-374","A-374","L-270",1,0,NA,NA,NA,NA,NA,2019-08-12
